ID,SMILES,MolWt,SA_score,NumAtoms,Total_Energy_Ha,HOMO_eV,LUMO_eV,BandGap_eV,Absorption_nm,,,
GQD1529,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4cc5c(cc4C(=C1)C32)cc1cccc2c1c5c1cccc3cc4ccccc4c2c31,738.889,4.211,59,-141.7313957,-9.0978,-8.2126,0.885197211,1400.817789,,,
GQD1530,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5c3ccc3cc6c(ccc7c6cc6ccc8cccc9c%10ccccc%10c7c6c89)cc35)=CC(=C1)C24,664.807,4.146,53,-127.8416361,-9.2394,-7.823,1.416348489,875.4907494,,,
GQD1531,C1=CC2=c3ccccc3=c3c4c5c(cc6c7cc8ccc9ccc%10ccccc%10c9c8cc7c7ccccc7c6c5c5ccccc35)=CC(=C1)C24,640.785,4.027,51,-123.5435458,-9.2703,-7.8734,1.396882034,887.6912794,,,
GQD1532,C1=CC2=Cc3c4c5c6c(ccc7cccc(c76)C(=C1)C25)cc4cc1ccc2ccc4c(ccc5c6cc7c8c(cc9c%10cccc%11c%12cccc%13cc%14ccc(c45)c4c%14c(c%13%12)c(c%11%10)c(c97)c64)c4cccc5cc6cccc7ccc8c(c76)c54)c2c31,1059.239,4.887,85,-201.647967,-8.943,-8.5614,0.38161361,3249.360001,,,
GQD1533,c1ccc2cc3c(ccc4ccc5c(ccc6c5c5cccc7ccc8cc9c%10ccccc%10ccc9c6c8c75)c43)cc2c1,552.676,2.478,44,-106.527919,-9.5963,-7.7489,1.847402162,671.212812,,,
GQD1534,C1=CC2=CC=c3ccc4cc5c(ccc6cc7cc8c9c(ccc%10cc%11cc%12ccccc%12c%12c%11c(c%109)C9C(=CC=CC=89)C=%12)c7cc65)c5c4c3C2C(=C1)C=5,676.818,5.034,54,-129.9667197,-9.0659,-8.1006,0.965353329,1284.50378,,,
GQD1535,C1=CC2=c3c(ccc4ccc5ccc6cc7ccc8ccc9ccccc9c8c7cc6c5c34)=c3ccc4cccc5c4c3C2C(=C1)C=5,590.725,4,47,-113.9533405,-9.1093,-7.7992,1.310060198,946.5213903,,,
GQD1536,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3cc4c(cc3-5)c3c5c8c(c9ccccc9cc84)=CC4=CC=CC(=CC=3)C45)C26)C17,702.856,5.763,56,-135.2207076,-8.9769,-8.0981,0.878796514,1411.020618,,,
GQD1537,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4ccc5c6ccccc6c6cc7c8cccc9cc%10c%11c%12c%13c%14c(cc%15ccc%16ccc%17ccc%18cc%19c(c6c5c4C(=C1)C32)c7c(c%11c98)c%13c%19c1c%18c%17c%16c%15c%141)=C1C=CC=C(C=%10)C1%12,1145.332,5.924,92,-217.7384651,-8.96,-8.1809,0.779131002,1591.516698,,,
GQD1538,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6ccc7cc8cccc9c%10cccc%11cc%12ccccc%12c(c%11%10)c(c89)c7c65)c41)C23,690.845,4.019,55,-133.1105209,-8.9331,-8.2037,0.729450292,1699.910211,,,
GQD1539,C1=CC2=c3c(ccc4ccc5cc6cccc7c8cccc9cccc(c98)c(c67)c5c34)=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,614.747,4.044,49,-118.2470723,-9.162,-8.015,1.146988392,1081.092022,,,
GQD1540,C1=CC2=c3ccc4c(ccc5c4cc4cccc6c7cccc8cccc(c87)c5c46)c3=c3ccc4cccc5c4c3C2C(=C1)C=5,564.687,3.966,45,-108.64959,-9.238,-7.9352,1.302777316,951.8127041,,,
GQD1541,C1=CC2=c3ccccc3=c3c4c5c(cc6c7c(ccc6c5c5ccccc35)C=C3C=c5ccccc5=C5c6ccccc6C=C7C35)=CC(=C1)C24,628.774,4.793,50,-121.337641,-8.8682,-8.2593,0.608986926,2036.168507,,,
GQD1542,C1=C2C=c3ccc4cc5cc6ccc7ccccc7c6cc5cc4c3=C3c4ccccc4C=C(c4ccc5c(ccc6ccccc65)c41)C23,616.763,3.878,49,-119.2276597,-9.1233,-8.0812,1.042075707,1189.932739,,,
GQD1543,c1ccc2c(c1)ccc1ccc3cc4ccc5cc6c(ccc7c8cccc9c%10ccccc%10c%10cccc(c67)c%10c98)cc5c4cc3c12,602.736,2.501,48,-116.1343528,-9.7284,-7.6099,2.118555029,585.3045982,,,
GQD1544,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7ccc8c9c(ccc8c7c7c6c(c5c34)C2C(=C1)C=7)=C1c2ccccc2C=C2c3ccccc3C=C(C=9)C21,702.856,4.901,56,-135.2424455,-8.8705,-8.2542,0.616259954,2012.137884,,,
GQD1545,C1=CC2=c3cc4cc5c(cc4c4ccc6cc7cc8ccccc8c8c7c(c6c34)C2C(=C1)C=8)c1cc2c3c4c6c7c(cc8cccc9c%10cc%11c%12ccccc%12ccc%11c%11c%12cc%13ccc%14ccc5c5c%14c%13c(c%12c4c(c7c89)c%10%11)c3c15)=CC1=CC=CC=2C16,1095.272,5.799,88,-208.1221694,-9.1547,-8.0578,1.096912045,1130.446152,,,
GQD1546,C1=C2C=c3ccc4c5ccccc5c5cc6c(ccc7ccc8ccccc8c76)cc5c4c3=C3c4ccccc4C=C(c4ccccc41)C23,616.763,3.819,49,-119.2213727,-8.9438,-8.2023,0.741469822,1672.353969,,,
GQD1547,C1=CC2=Cc3c4c5c6c(ccc7cccc(c76)C(=C1)C25)cc4cc1c2ccc4ccc5cc6c7c8c9c%10c(cc%11cccc%12c%13cc%14c%15ccccc%15ccc%14c%14c%15cc(c31)c1c2c4c5c7c1c%15c8c(c%10c%11%12)c%13%14)=CC1=CC=CC=6C19,995.152,5.633,80,-188.938187,-9.1894,-8.0334,1.156068764,1072.600557,,,
GQD1548,C1=C2C=c3ccccc3=C3c4ccc5c(ccc6c5ccc5c6cc6ccc7cccc8c9ccccc9c5c6c78)c4C=C(c4ccc5c(ccc6ccccc65)c41)C23,740.905,4.018,59,-142.7159602,-8.944,-8.2461,0.697917346,1776.714689,,,
GQD1549,C1=CC2=c3c(ccc4c5ccc6cc7c8c9ccc%10ccccc%10c9cc9c%10cccc%11cc%12c%13c%14c%15c%16c(cc%17ccc(c34)c3c%17c%16c(c6c53)c7c%15c(c%13c%11%10)c98)=C3C=CC=C(C=%12)C3%14)=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,1021.19,5.664,82,-194.2125761,-9.2001,-8.0095,1.190604588,1041.487671,,,
GQD1550,C1=CC2=CC=CC3=Cc4ccc5cc6c7c(cccc7c5c4C(=C1)C23)C1C(=C6)C=C2C=CC=C3C=CC=C1C32,492.621,5.075,39,-95.6670329,-8.5907,-8.319,0.271669145,4564.375538,,,
GQD1551,C1=CC2=c3ccc4ccc5c(cc6c7c5ccc5cc8cc9ccccc9c9c8c(c57)C5C(=CC=CC=65)C=9)c4c3=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,726.878,5.069,58,-139.3268926,-8.6466,-8.5457,0.100864276,12293.74809,,,
GQD1552,C1=CC2=c3cc4c(cc3=c3ccc5cccc6c5c3C2C(=C1)C=6)c1cccc2c3cccc5ccc6ccc4c(c12)c6c53,538.649,3.984,43,-103.3914121,-9.2962,-7.8536,1.442608424,859.55411,,,
GQD1553,c1ccc2c(c1)ccc1c2cc2ccc3cccc4c5ccc6c7c8ccccc8ccc7c7c8ccc9cc%10cccc%11c%12cccc%13c%14cc%15c%16cccc%17cc%18cccc%19ccc(c%15c%15cc(c7c6c5c1c2c34)c1c8c9c(c%10%11)c(c%12%13)c1c%14%15)c(c%19%18)c%17%16,,,,-209.0971089,-8.9439,-8.5165,0.427455505,2900.886725,,,
GQD1554,C1=CC2=c3cc4c5c6c(ccc5c5ccc7ccc8cc9c%10c%11ccc%12ccccc%12c%11cc%11c%12cccc%13cc%14c%15c(c%16c3c3c4c5c7c8c3c9c%16c(c%15c%13%12)c%11%10)C2C(=C1)C=%14)C=C1c2ccc3c(ccc4ccccc43)c2C=C2C=c3ccccc3=C6C21,1097.288,5.799,88,-209.0914508,-9.0158,-8.2779,0.737889559,1680.468283,,,
GQD1555,C1=CC2=CC=CC3=CC4=Cc5cccc6cc7cc8c9c%10c%11c%12c(c9c7c(c56)C4C(=C1)C23)-c1ccccc1C1=CC=CC(=C2C=CC=C(C3=CC=CC(=C8)C3%10)C2%11)C1%12,716.883,5.984,57,-138.3314907,-8.8442,-7.9355,0.908720908,1364.555376,,,
GQD1556,C1=C2C=c3ccccc3=C3c4cc5cc6c(cc5cc4C=C(c4ccccc41)C23)cc1cccc2c3cccc4cccc(c43)c6c12,590.725,3.853,47,-113.9196507,-9.0803,-8.2409,0.839384218,1477.273427,,,
GQD1557,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11c%12cc%13c(cc%14cccc%15c%16cccc%17cccc(c%17%16)c%13c%14%15)cc%12c(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3cccc4ccc5c(c43)c21,,,,-199.5203118,-8.9491,-8.5454,0.403737958,3071.299033,,,
GQD1558,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3cccc4c3c(c21)c5c1ccc2c(c3cccc5ccc6cc7c8ccccc8ccc7c2c6c53)c41,,,,-209.0206503,-9.2483,-8.244,1.00423331,1234.772824,,,
GQD1559,C1=CC2=CC=CC3=CC4=Cc5c6c(cc7ccccc7c6cc6ccc7cc8c(ccc9ccccc98)cc7c56)C4C(=C1)C23,554.692,4.287,44,-107.4780845,-9.1499,-7.8796,1.270209432,976.2169677,,,
GQD1560,C1=CC2=Cc3cccc4cc5ccc6c7cc8cc9c%10c%11c%12c%13c(cc%14ccc%15ccc%16ccc%17cc%18c%19c%20ccc%21ccccc%21c%20cc%20c(c7cc7c6c5c(c34)C2C7=C1)c8c%10c(c%20%19)c%12c%18c1c%17c%16c%15c%14c%131)=C1C=CC=C(C=9)C1%11,995.152,5.625,80,-188.8200589,-9.1032,-7.957,1.146164319,1081.869309,,,
GQD1561,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4c1c1ccc5ccccc5c1c1cc5c6cccc7cc8ccccc8c(c8cccc(c41)c58)c76)C23,690.845,4.04,55,-133.0997648,-8.9526,-8.2961,0.656480453,1888.860505,,,
GQD1562,C1=CC2=c3cc4ccc5c6c7c(ccc6c6ccc8cc9c%10c%11ccc%12ccccc%12c%11cc%11c%12cccc%13cc%14c%15c(c%16c3c3c4c5c6c8c3c9c%16c(c%15c%13%12)c%11%10)C2C(=C1)C=%14)C=C1c2ccccc2C=C2C=c3ccccc3=C7C21,997.168,5.617,80,-189.8958619,-8.9824,-8.2036,0.778757463,1592.280086,,,
GQD1563,C1=CC2=c3c4cc5c6c7c8c9c(ccc%10c%11ccccc%11cc(c%109)=C9C=CC=C(C=6)C98)cc7cc5cc4c4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32,851.02,5.244,68,-162.9772011,-8.9816,-8.0464,0.935171881,1325.959457,,,
GQD1564,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4c(ccc5ccc6c7cc8c(ccc9ccc%10ccccc%10c98)cc7ccc6c45)C(=C1)C32,764.927,4.259,61,-147.0285368,-8.9979,-8.1739,0.824036408,1504.787881,,,
GQD1565,C1=CC2=c3cc4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c4cc3=c3ccc4cccc5c4c3C2C(=C1)C=5,538.649,4.066,43,-103.3826893,-9.3185,-7.8407,1.477743429,839.1172484,,,
GQD1566,C1=CC2=Cc3c4cc5c6cc7c8cccc9cc%10cccc%11ccc(c7c7cc%12c%13ccc%14c%15ccccc%15ccc%14c%13c%13ccc%14cc%15cccc%16c%15c%15c%14c%13c%12c(c67)c%15c5c%16c4cc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3ccccc3-5)C26)C17)c(c%11%10)c98,,,,-225.9639165,-8.8485,-8.5864,0.262070157,4731.557436,,,
GQD1567,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4c1c1ccc5ccccc5c1c1ccc5cc6ccc7ccccc7c6cc5c41)C23,616.763,3.848,49,-119.2114464,-8.9578,-8.2577,0.700064348,1771.265747,,,
GQD1568,c1ccc2c(c1)ccc1c2cc2ccc3c4c(cc5c6ccccc6c1c2c53)c1c2c3ccc5ccccc5c3ccc2c2cc3c5c(cc6c7cccc8c9cccc%10cc4c4c1c2c(c63)c(c87)c4c%109)c1cccc2cc3cccc4ccc5c(c43)c21,1097.288,3.853,88,-209.1239542,-8.9514,-8.5714,0.379951336,3263.575839,,,
GQD1569,C1=CC2=CC=CC3=CC4=Cc5cccc6cc7c(ccc8c7ccc7c8ccc8c9cc%10c%11c(cc%12c%13cccc%14c%15cccc%16cc%17ccc(c78)c7c%17c(c%16%15)c(c%14%13)c(c%12%10)c97)c7cccc8cc9cccc%10ccc%11c(c%109)c87)c(c56)C4C(=C1)C23,1049.244,5.223,84,-200.3194743,-8.719,-8.7086,0.010425637,118937.5767,,,
GQD1570,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7cc8c(cc7c7c6c(c5c34)C2C(=C1)C=7)c1cccc2c3ccccc3c3c4ccc5ccccc5c4cc8c3c12,738.889,4.216,59,-141.6450291,-8.8614,-8.2628,0.598663988,2071.278755,,,
GQD1571,C1=CC2=CC=CC3=CC4=Cc5c6c(cccc6cc6c7ccc8cc9c%10c%11ccc%12ccccc%12c%11cc%11c%12cccc%13cc%14c%15c%16c%17c%18c(cc%19ccc(c56)c5c%19c%18c(c8c75)c9c%17c(c%15c%13%12)c%11%10)=C5C=CC=C(C=%14)C5%16)C4C(=C1)C23,985.157,5.908,79,-187.742213,-9.1366,-8.0422,1.094403969,1133.036827,,,
GQD1572,c1ccc2c(c1)ccc1c2c2ccc3c(cc4cccc5c6cccc7cccc(c76)c3c45)c2c2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3cccc4ccc5c(c43)c21,,,,-199.2983126,-8.784,-8.7579,0.02616726,47387.46051,,,
GQD1573,C1=CC2=c3ccc4cc5cc6cc7cc8cc9ccc%10c%11c%12ccc%13ccccc%13c%12ccc%11c%11cc%12c%13c(cc%14c%15cccc%16c(c7cc6c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32)c8c1c9c%10c%11c(c%14%12)c1c%15%16)c1cccc2cc3cccc4ccc%13c(c43)c21,1209.419,5.354,97,-230.3198532,-8.8515,-8.5738,0.277652893,4466.007851,,,
GQD1574,C1=CC2=Cc3cc4c5ccccc5c5cc6ccccc6cc5c4c4cc5ccc6cccc7c6c5c(c34)C2C7=C1,514.627,3.658,41,-99.07017492,-9.2235,-7.8786,1.344886745,922.0107229,,,
GQD1575,C1=CC2=c3ccc4cc5cc6c7ccc8c(ccc9c8cc8c%10cccc%11cc%12c%13c%14c%15c%16c(cc%17ccc%18ccc%19ccc%20cc%21c9c8c(c%13c%11%10)c%15c%21c8c%20c%19c%18c%17c%168)=C8C=CC=C(C=%12)C8%14)c7ccc6c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32,1145.332,5.906,92,-217.5013561,-8.7275,-8.5011,0.226340255,5478.477525,,,
GQD1576,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5c6ccccc6c6ccc7c(c6c35)C=C3C=c5ccccc5=C5c6ccccc6C=C7C35)=CC(=C1)C24,678.834,4.851,54,-130.9254163,-8.9431,-8.17,0.773089292,1603.954437,,,
GQD1577,C1=CC2=c3ccc4cc5c(cc4c3=c3ccc4cccc6c4c3C2C(=C1)C=6)C1=c2ccccc2=CC2=Cc3c(ccc4c3ccc3ccccc34)C(=C5)C21,678.834,4.901,54,-130.938636,-8.9712,-8.3,0.671163902,1847.536788,,,
GQD1578,C1=CC2=CC=CC3=Cc4c(ccc5cc6c(cc45)=CC4=Cc5c(ccc7c5ccc5ccccc57)C5=Cc7ccccc7C=6C45)C(=C1)C23,604.752,4.713,48,-117.0133711,-8.7305,-8.4931,0.237412073,5222.98628,,,
GQD1579,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5cc6ccc7ccc8ccc9cc%10ccc%11ccccc%11c%10cc9c8c7c6cc35)=CC(=C1)C24,640.785,4.064,51,-123.5461493,-9.2311,-7.8052,1.425923606,869.6118044,,,
GQD1580,C1=CC2=c3ccccc3=c3c4c5c(cc6ccc7c(c6c5c5ccccc35)C=C3c5cc6ccc8c9ccccc9cc9cc%10ccc(c5c%10c6c98)=C5C=CC=C7C35)=CC(=C1)C24,776.938,5.138,62,-149.1466591,-8.9153,-8.1605,0.754835092,1642.742916,,,
GQD1581,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3cc4c8c9c%10c(ccc9cc4cc3-5)=c3ccccc3=C3C=CC=C(C=8)C3%10)C26)C17,702.856,5.809,56,-135.2304808,-9.019,-8.0246,0.994407247,1246.974018,,,
GQD1582,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c6ccc6c5ccc5c6ccc6c5cc5c7cccc8cc9c%10c%11c%12c%13c(cc%14ccc%15ccc%16ccc%17cc%18c6c5c(c%10c87)c%12c%18c5c%17c%16c%15c%14c%135)=C5C=CC=C(C=9)C5%11)C4C(=C1)C23,1035.217,5.938,83,-197.2580616,-8.9033,-8.2679,0.635317255,1951.780768,,,
GQD1583,C1=CC2=c3c(ccc4c3cc3cc5cccc6c7cc8c9cccc%10c%11cccc%12cc%13ccc%14c%15c%16ccc%17ccccc%17c%16ccc%15c%15cc(c7c7ccc4c3c7c56)c8c3c%15c%14c%13c(c%12%11)c3c%109)=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,1085.277,5.028,87,-206.933836,-8.8504,-8.6262,0.224111405,5532.962501,,,
GQD1584,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5cc6ccc7c(cc8c9cccc%10cc%11c%12c%13c%14c%15c(cc%16ccc%17ccc%18ccc%19cc%20c7c8c(c%12c%109)c%14c%20c7c%19c%18c%17c%16c%157)=C7C=CC=C(C=%11)C7%13)c6cc35)=CC(=C1)C24,971.13,5.599,78,-184.6243014,-9.2141,-7.8576,1.356493329,914.1217089,,,
GQD1585,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cc%10cc%11cccc%12c%13cccc%14cc%15ccccc%15c(c%14%13)c(c%11%12)c%10c%10cc%11ccc(c12)c1c%11c(c9%10)c(c87)c(c64)c31)c1cccc2cc3cccc4ccc5c(c43)c21,,,,-199.5172518,-8.9458,-8.5602,0.385584115,3215.900116,,,
GQD1586,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11c%12c(cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14%12)c%109)C2C(=C1)C=%13)cc1c2c3cc4c5c(cc6c7cccc8c9cccc%10cc%12ccc(c2c2ccc%13ccccc%13c2c1%11)c1c%12c(c%109)c(c87)c(c64)c31)c1cccc2cc3cccc4ccc5c(c43)c21,1453.671,6.04,117,-275.2103505,-8.5828,-8.5271,0.055714779,22256.2132,,,
GQD1587,C1=CC2=c3ccc4ccc5cc6ccc7ccccc7c6cc5c4c3=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,540.665,3.883,43,-104.3547638,-9.1882,-7.8804,1.307820921,948.1420431,,,
GQD1588,C1=CC2=CC=c3c4c5c(c6ccccc6cc5c5ccc6c7cccc8ccc9cc%10c%11ccccc%11ccc%10c(c6c35)c9c87)=CC(=C1)C24,614.747,4.002,49,-118.2467126,-9.0046,-8.0546,0.949981616,1305.288417,,,
GQD1589,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5cc7c(cc56)C=C5c6cc8ccc9c%10ccccc%10cc%10cc%11ccc(c6c%11c8c%109)=C6C=CC=C7C56)C4C(=C1)C23,740.905,5.311,59,-142.5909718,-8.8841,-8.1164,0.76769368,1615.227574,,,
GQD1590,C1=CC2=c3cc4cc5c(cc4c4ccc6cc7cc8ccccc8c8c7c(c6c34)C2C(=C1)C=8)c1cccc2cc3cccc4c6cc7c8cccc9c%10cccc%11cc%12ccc%13c%14c%15ccc%16ccccc%16c%15ccc%14c%14cc(c6c5c(c21)c34)c7c1c%14c%13c%12c(c%11%10)c1c98,1159.359,5.212,93,-220.4401571,-8.7212,-8.6998,0.021327797,58140.08826,,,
GQD1591,C1=CC2=CC=c3c4c5c(c6ccccc6cc5c5ccc6c(cc7cc8ccc9c%10c(cc%11ccc6c7c%11c8%10)C6=Cc7ccccc7C7=CC=CC=9C76)c35)=CC(=C1)C24,726.878,5.02,58,-139.5501342,-8.9216,-8.1829,0.738697905,1678.629372,,,
GQD1592,C1=CC2=CC=c3ccc4cc5ccc6cc7cccc8c9cccc%10cc%11ccccc%11c(c%109)c(c78)c6c5c5c4c3C2C(=C1)C=5,564.687,3.967,45,-108.64443,-9.0347,-7.9978,1.036888406,1195.885683,,,
GQD1593,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7ccc8cc9c%10cccc%11ccc%12ccc%13ccc(c8c7c7c6c(c5c34)C2C(=C1)C=7)c9c%13c%12c%11%10,662.791,4.204,53,-126.873103,-9.1599,-7.9696,1.190265283,1041.784565,,,
GQD1594,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7c(ccc8cc9c%10ccccc%10c%10c%11ccc%12ccccc%12c%11cc%11ccc(c87)c9c%11%10)c7c6c(c5c34)C2C(=C1)C=7,738.889,4.209,59,-141.7507268,-9.1927,-7.984,1.20870088,1025.894843,,,
GQD1595,C1=CC2=CC=c3ccc4cc5c(ccc6cc7c8c9c%10c(cccc%10c7cc65)=CC5=CC=CC(=c6ccccc6=8)C59)c5c4c3C2C(=C1)C=5,602.736,4.948,48,-116.0690381,-9.0776,-8.0299,1.047709407,1183.534281,,,
GQD1596,C1=CC2=c3cc4ccccc4c4c5ccc6c7cc8c9cccc%10cc%11c%12c%13c%14c%15c(cc%16ccc%17ccc%18ccc%19cc%20c(c7ccc6c5c5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7)c8c(c%12c%109)c%14c%20c1c%19c%18c%17c%16c%151)=C1C=CC=C(C=%11)C1%13,1095.272,5.778,88,-208.1107792,-9.1264,-7.9954,1.131033154,1096.342751,,,
GQD1597,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11c%12c%13cc%14ccccc%14cc%13c%13ccccc%13c%12cc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,909.059,4.684,73,-172.9087827,-9.2974,-7.8851,1.412308787,877.9949622,,,
GQD1598,C1=CC2=Cc3cccc4cc5ccc6c7c(cc8c9ccccc9c9cc%10c%11cccc%12cc%13c%14c%15c%16c%17c(cc%18ccc%19ccc%20ccc%21cc%22c(c9c86)c%10c(c%14c%12%11)c%16c%22c6c%21c%20c%19c%18c%176)=C6C=CC=C(C=%13)C6%15)C(=C1)C2c(c34)c57,995.152,5.598,80,-188.9484161,-9.245,-7.9089,1.336051109,928.1082076,,,
GQD1599,C1=CC2=CC=CC3=Cc4ccc5ccc6c(cc7c8c6ccc6cc9cc%10ccccc%10c%10c9c(c68)C6C(=CC=CC=76)C=%10)c5c4C(=C1)C23,602.736,4.821,48,-116.0331029,-8.7675,-8.3837,0.383816029,3230.714473,,,
GQD1600,C1=CC2=c3cc4c(ccc5c4c4c(c6ccc7ccccc7c65)C=C5C=c6ccccc6=C6c7ccccc7C=C4C56)c4ccc5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,802.976,5.062,64,-154.4229754,-8.9836,-8.3128,0.670765798,1848.633314,,,
GQD1601,C1=CC2=CC=CC3=Cc4ccc5ccc6c(c5c4C(=C1)C23)C1=CC=CC2=c3ccc4cc5cc7ccccc7c7ccc8cc(c3c4c8c57)C(=C6)C12,652.796,4.843,52,-125.626056,-8.8951,-8.3643,0.530797433,2336.107756,,,
GQD1602,C1=CC2=c3cc4cc5ccc6c7c(cc8c9cccc%10c%11cccc%12cc%13ccc%14c%15c%16ccc%17ccccc%17c%16ccc%15c%15cc7c8c7c%15c%14c%13c(c%12%11)c7c%109)c7cccc8cc(c4cc3=c3ccc4cccc9c4c3C2C(=C1)C=9)c5c6c87,1035.217,4.985,83,-197.3572787,-8.9472,-8.5738,0.373371366,3321.090241,,,
GQD1603,C1=C2C=c3ccccc3=C3c4c(ccc5c4cc4cccc6c7cccc8cc9ccccc9c(c87)c5c46)C=C(c4ccccc41)C23,590.725,3.8,47,-113.9119719,-8.9322,-8.2611,0.671173645,1847.509969,,,
GQD1604,c1ccc2c(c1)ccc1c2cc2ccc3cccc4c5ccc6c7ccc8cc9ccc%10ccc%11ccccc%11c%10c9cc8c7ccc6c5c1c2c34,652.796,2.675,52,-125.7259187,-9.6445,-7.7244,1.920153438,645.7817253,,,
GQD1605,C1=CC2=CC=c3c4c5c(c6ccccc6cc5c5c3cc3cccc6c3c5c3cccc5cc7ccccc7c6c53)=CC(=C1)C24,564.687,3.946,45,-108.6316062,-9.0422,-8.1175,0.924749214,1340.904086,,,
GQD1606,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3cc4c(cc3-5)c3ccc5ccc8cc9c%10c%11ccc%12ccccc%12c%11cc%11c%12cccc%13cc%14c%15c%16c%17c%18c(cc4c4c3c5c8c(c9c%17c(c%15c%13%12)c%11%10)c%184)=C3C=CC=C(C=%14)C3%16)C26)C17,1121.31,6.505,90,-213.2635805,-8.8196,-8.3617,0.457942872,2707.76133,,,
GQD1607,C1=CC2=CC=CC3=CC4=Cc5cccc6cc7cc8c9c%10c(c%11ccccc%118)=c8ccccc8=C8C=CC=C(C=c9c7c(c56)C4C(=C1)C23)C8%10,616.763,5.198,49,-119.1766626,-8.9793,-8.0683,0.910964411,1361.194779,,,
GQD1608,C1=CC2=c3cc4c5ccc6c(ccc7c6cc6c8cccc9cc%10c%11c%12c%13c%14c(cc%15ccc%16ccc%17ccc%18cc%19c7c6c(c%11c98)c%13c%19c6c%18c%17c%16c%15c%146)=C6C=CC=C(C=%10)C6%12)c5ccc4c4ccc5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,1095.272,5.76,88,-208.1253045,-9.1135,-8.0275,1.085986894,1141.818568,,,
GQD1609,C1=CC2=CC=CC3=CC4=Cc5c6c(cccc6cc6ccc7c8ccc9c(c8ccc7c56)C=C5C=c6ccccc6=C6c7ccccc7C=C9C56)C4C(=C1)C23,692.861,5.15,55,-134.0508154,-8.9284,-8.198,0.730376164,1697.755295,,,
GQD1610,C1=CC2=CC=CC3=CC4=Cc5c6cc7c(cc6cc6cccc(c56)C4C(=C1)C23)-c1c2c3c4c5c(cccc15)C=C1C=CC=C(C5=CC=CC(=C6C=CC=C7C62)C53)C14,716.883,6.002,57,-138.2628568,-8.6957,-7.9621,0.733615844,1690.257933,,,
GQD1611,C1=CC2=CC=CC3=Cc4ccc5cc6c7c(cc8ccccc8c7c5c4C(=C1)C23)C1C(=C6)C=C2C=CC=C3C=CC=C1C32,542.681,5.079,43,-105.2822009,-8.9192,-7.941,0.978165971,1267.67853,,,
