ID,SMILES,MolWt,SA_score,NumAtoms,Total_Energy_Ha,HOMO_eV,LUMO_eV,BandGap_eV,Absorption_nm,,,
GQD9677,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6cc7c8ccccc8c8cc9ccc%10cccc%11c%12ccccc%12c(c8c7cc65)c9c%10%11)c41)C23,740.905,4.116,59,-113.9187394,-8.9743,-8.1835,0.790836143,1567.960709,,,
GQD9678,c1ccc2c(c1)ccc1c2cc2ccc3cccc4c3c2c1c1ccc2c3cc5ccc6ccc7ccccc7c6c5cc3c3ccccc3c2c41,652.796,2.622,52,-124.426925,-9.2255,-7.8111,1.414369363,876.7158228,,,
GQD9679,C1=CC2=c3ccccc3=c3ccc4cc5cc6cc7ccccc7c7c8cccc9cccc(c98)c(c5c5c4c3C2C(=C1)C=5)c67,564.687,4.006,45,-149.1584157,-8.9972,-8.1645,0.832704541,1489.12362,,,
GQD9680,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c6ccc6c7cc8cc9ccccc9c9c8c8c7c7c(cc%10ccccc%10c7c56)=C5C=CC=C(C=9)C58)C4C(=C1)C23,740.905,5.306,59,-186.5894067,-9.3111,-7.8625,1.448653735,855.9671441,,,
GQD9681,C1=CC2=Cc3cc4c(cc5c6cc7c8ccccc8ccc7c7c8cc9ccc%10ccc%11ccc%12cc%13c%14c%15c%16c%17c(cc4c5c%17c(c67)c%15c8c4c9c%10c%11c%12c%144)=CC4=CC=CC=%13C4%16)c4cc5ccc6cccc7c6c5c(c34)C2C7=C1,995.152,5.593,80,-139.5547753,-8.9293,-8.241,0.688274438,1801.606934,,,
GQD9682,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11cc%12c(cc%11c%10cc%10c%11cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%13%11)c%109)C2C(=C1)C=%14)cc1c2ccccc2c2c3ccc4ccccc4c3cc3ccc%12c1c32,1033.201,4.97,83,-108.6706196,-9.3002,-7.7893,1.510863301,820.7228274,,,
GQD9683,C1=CC2=Cc3c4c5c6c7c(c4cc4c8cc9cccc%10c9c9c8c8c(cccc8c34)C3=CC=CC(=C%10)C39)-c3ccccc3C3=CC=CC(=C4C=CC=C(C(=C1)C25)C46)C37,726.878,5.675,58,-135.241843,-8.8942,-8.2165,0.677686536,1829.754517,,,
GQD9684,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4c1ccc1c4ccc4c5cccc6c7ccccc7c7cccc(c14)c7c65)C23,590.725,3.72,47,-206.9463571,-8.9128,-8.55,0.362800989,3417.851767,,,
GQD9685,C1=CC2=CC=CC3=CC4=Cc5cc6c7ccc8cc9ccccc9cc8c7ccc6c6c5c(cc5ccccc56)C4C(=C1)C23,554.692,4.209,44,-202.5860174,-8.8392,-8.4647,0.374568753,3310.473682,,,
GQD9686,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5c3ccc3ccc6c7cccc8c9ccccc9c9cccc(c9c87)c6c35)=CC(=C1)C24,614.747,3.941,49,-209.1148915,-8.9427,-8.5523,0.390395481,3176.266278,,,
GQD9687,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5cc7ccc8c(c7cc56)=CC5=Cc6ccccc6C6=Cc7ccccc7C=8C56)C4C(=C1)C23,642.801,5.097,51,-94.76972938,-9.3371,-7.8011,1.536058769,807.2607802,,,
GQD9688,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7ccc8cc9c(cc8c7c7c6c(c5c34)C2C(=C1)C=7)C=C1c2ccc3c(ccc4ccccc43)c2C=C2C=c3ccccc3=C9C21,802.976,5.074,64,-128.7868043,-9.0599,-7.9721,1.087851395,1139.861571,,,
GQD9689,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3c4cc6ccc7ccc8ccc9cccc%10c9c8c7c6c%10c4cc4ccc5c(c43)c21,1021.19,3.72,82,-184.6187441,-9.0727,-8.0745,0.998285245,1242.129949,,,
GQD9690,C1=CC2=c3cc4cc5c(ccc6cc7ccc8ccc9ccccc9c8c7cc65)cc4cc3=c3ccc4cccc5c4c3C2C(=C1)C=5,590.725,4.044,47,-135.2391061,-8.886,-8.2291,0.656901488,1887.649858,,,
GQD9691,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c4c4c3c3c(ccc7cc8cccc9c%10cc%11ccc%12c%13c%14ccc%15ccccc%15c%14cc%14ccc%15cccc(c%15c%14%13)c%12c%11c6c%10c4c(c89)c73)c12)c1cccc2cc3cccc4ccc5c(c43)c21,,,,-113.828065,-9.0279,-8.2567,0.771234976,1607.810899,,,
GQD9692,c1ccc2cc3c(cc2c1)c1ccccc1c1c3cc2c3cccc4ccc5ccc6ccc1c2c6c5c43,476.578,2.321,38,-99.06533142,-9.2664,-7.8178,1.448571817,856.0155497,,,
GQD9693,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4c(ccc5cc6cc7ccccc7c7c8cccc9cccc(c98)c(c45)c67)C(=C1)C32,738.889,4.26,59,-184.6173217,-9.0488,-8.2432,0.805649358,1539.131121,,,
GQD9694,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cc2c(cc3c4ccccc4c4c6ccc7ccccc7c6cc6ccc2c3c64)c2cc3cccc4ccc5c(c43)c21,1097.288,3.856,88,-139.5681152,-9.0673,-8.1898,0.877519771,1413.073576,,,
GQD9695,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5cc6ccc7c(c6cc35)C3=CC=CC5=c6ccc8cc9cc%10ccccc%10c%10ccc%11cc(c6c8c%11c9%10)C(=C7)C35)=CC(=C1)C24,776.938,5.138,62,-127.7609238,-8.9877,-8.0594,0.928260646,1335.831704,,,
GQD9696,C1=C2C=c3cc4c5ccccc5c5ccc6c7cc8c9c(cc%10c%11cccc%12c%13cccc%14cc%15ccc(c6c5c4cc3=C3c4ccccc4C=C(c4ccccc41)C23)c1c%15c(c%14%13)c(c%12%11)c(c%108)c71)c1cccc2cc3cccc4ccc9c(c43)c21,1061.255,4.864,85,-136.4646933,-9.0235,-8.1182,0.90534381,1369.645417,,,
GQD9697,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9c%10cc%11c(cc%10cc%10cc%12ccc(c12)c1c%12c(c%109)c(c78)c(c64)c31)cc1cccc2c3cccc4cccc(c43)c%11c12)c1cccc2cc3cccc4ccc5c(c43)c21,,,,-127.8494447,-9.1335,-8.0979,1.035645731,1197.320631,,,
GQD9698,C1=C2C=c3ccccc3=C3c4c(ccc5ccc6c(ccc7ccc8cc9ccc%10ccccc%10c9cc8c76)c45)C=C(c4ccc5c(ccc6ccccc65)c41)C23,716.883,4.033,57,-199.5342404,-8.9033,-8.6119,0.291344125,4256.135252,,,
GQD9699,C1=CC2=CC=CC3=Cc4cc5c(cc4C(=C1)C23)cc1c2cccc3ccc4ccc6ccc5c1c6c4c32,464.567,3.749,37,-114.8828349,-8.9385,-8.076,0.862502617,1437.676798,,,
GQD9700,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4c(ccc5c6cc7c8c9ccc%10ccccc%10c9cc9c%10cccc%11cc%12c%13c%14c%15c%16c(cc%17ccc%18ccc(c45)c4c%18c%17c%16c(c64)c7c%15c(c%13c%11%10)c98)=C4C=CC=C(C=%12)C4%14)C(=C1)C32,1145.332,5.93,92,-221.613868,-8.7186,-8.6693,0.049365247,25118.88565,,,
GQD9701,C1=CC2=c3ccc4cc5cc6ccc7cc8c(cc7c6c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32)C1=c2ccccc2=CC2=Cc3c(ccc4c3ccc3ccccc34)C(=C8)C21,853.036,5.142,68,-221.8127371,-8.9398,-8.5646,0.375209402,3304.821238,,,
GQD9702,C1=CC2=c3cc4ccc5ccc6c7c8cccc9c%10cccc%11ccc%12ccc(c7c7cc%13c%14c%15ccc%16ccccc%16c%15cc%15c%16cccc%17cc%18c%19c(c%20c3c3c4c5c6c7c3c%13c%20c(c%19c%17%16)c%15%14)C2C(=C1)C=%18)c(c98)c%12c%11%10,957.103,4.786,77,-113.9209675,-9.2004,-7.8493,1.351072144,917.7896274,,,
GQD9703,C1=C2C=c3ccccc3=C3c4cc5c(cc4C=C(c4ccc6c(ccc7ccccc76)c41)C23)cc1cccc2c1c5c1cccc3cc4ccccc4c2c31,690.845,4.043,55,-105.2796027,-9.1226,-7.9047,1.217870467,1018.170679,,,
GQD9704,C1=CC2=CC=CC3=Cc4cc5cc6c7c8c(c9ccccc96)=c6ccccc6=C6C=CC=C(C=c7c5cc4C(=C1)C23)C68,528.654,4.774,42,-119.214339,-8.9663,-8.17,0.79629956,1557.20292,,,
GQD9705,C1=CC2=Cc3c4ccc5c6cccc7ccc8cc9c%10ccccc%10ccc9c(c5c4cc4c5c9c%10c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3ccccc3-5)C29)C1%10)c8c76,764.927,5.148,61,-127.8404553,-9.1747,-7.9941,1.180615185,1050.299891,,,
GQD9706,C1=CC2=Cc3cccc4cc5ccc6cc7ccc8c9cc%10c%11cccc%12cc%13c%14c%15c%16c%17c(cc%18ccc%19ccc%20ccc%21cc%22c(c9ccc8c7c7c6c5c(c34)C2C7=C1)c%10c(c%14c%12%11)c%16c%22c1c%21c%20c%19c%18c%171)=C1C=CC=C(C=%13)C1%15,995.152,5.625,80,-123.4599991,-8.7007,-8.3565,0.344143254,3603.15068,,,
GQD9707,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3cc4c(ccc8c9c%10c%11c%12c(ccc%13c%14ccccc%14cc(c%13%12)=C%12C=CC=C(C=9)C%12%11)cc%10cc84)cc3-5)C26)C17,826.998,5.903,66,-186.815686,-9.3002,-7.8663,1.433865571,864.7951559,,,
GQD9708,C1=C2C=c3ccccc3=C3c4c(ccc5cc6c7c(cccc7c45)c4cccc5cc7ccccc7c6c54)C=C(c4ccccc41)C23,590.725,3.818,47,-137.0811405,-8.9629,-8.0632,0.899712345,1378.218279,,,
GQD9709,C1=CC2=CC=CC3=CC4=Cc5cc6ccc7c(c6c6c5c(cc5ccccc56)C4C(=C1)C23)=C1c2ccccc2C=C2c3ccccc3C=C(C=7)C21,642.801,5.079,51,-132.1464256,-9.1142,-8.0451,1.069156051,1159.793277,,,
GQD9710,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11ccc%12ccc%13c(cc%14cccc%15c%16cccc%17cccc(c%17%16)c%13c%14%15)c%12c%11c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,983.141,4.797,79,-185.1303174,-8.6096,-8.5495,0.060032199,20655.58201,,,
GQD9711,C1=CC2=c3c(ccc4cc5c6c7c8c9c(ccc%10c%11ccccc%11cc(c%109)=C9C=CC=C(C=6)C98)cc7cc5cc34)=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,726.878,5.102,58,-132.1382056,-9.1962,-8.0172,1.178933693,1051.797914,,,
GQD9712,C1=CC2=c3cc4c(ccc5c6cccc7c8ccccc8c8cccc(c45)c8c76)cc3=c3ccc4cccc5c4c3C2C(=C1)C=5,564.687,3.942,45,-137.4396224,-9.1043,-8.0333,1.071001592,1157.794731,,,
GQD9713,C1=CC2=Cc3c4c5c6c(ccc7cccc(c76)C(=C1)C25)cc4cc1c2ccccc2c2ccc4c(c2c31)C=C1C=c2ccccc2=C2c3ccccc3C=C4C12,702.856,4.825,56,-117.0708556,-9.0778,-8.0114,1.066364225,1162.829707,,,
GQD9714,C1=CC2=c3ccccc3=c3c4c5c(c6c(cc5c5ccccc35)c3ccccc3c3ccc5c7cc8c9c(cc%10c%11cccc%12c%13cccc%14cc%15ccc(c5c36)c3c%15c(c%14%13)c(c%12%11)c(c%108)c73)c3cccc5cc6cccc7ccc9c(c76)c53)=CC(=C1)C24,1085.277,4.991,87,-136.4611285,-9.0078,-8.1782,0.829647336,1494.610958,,,
GQD9715,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4c1ccc1c5cccc6cc7cccc8c9cc%10c%11cccc%12c%13cccc%14cc%15ccc%16c%17c%18ccc%19ccccc%19c%18ccc%17c%17cc(c9c(c41)c(c65)c78)c%10c1c%17c%16c%15c(c%14%13)c1c%12%11)C23,1061.255,4.863,85,-144.8268055,-8.8148,-8.3224,0.492470411,2517.917771,,,
GQD9716,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cc%10cc%11ccc%12cc%13c%14ccccc%14ccc%13c%13c%14ccccc%14c(c%10c%10cc%14ccc(c12)c1c%14c(c9%10)c(c87)c(c64)c31)c%11c%12%13)c1cccc2cc3cccc4ccc5c(c43)c21,,,,-119.2299475,-9.0988,-8.1169,0.981813306,1262.969235,,,
GQD9717,C1=CC2=c3ccccc3=c3ccc4c5c3C2C(=C1)C=c5cc1cc2ccc3cc5ccccc5cc3c2cc14,490.605,3.875,39,-100.022693,-8.9488,-8.2107,0.738104067,1679.979905,,,
GQD9718,C1=CC2=CC=CC3=CC4=Cc5cc6c7c(ccc6c6c5c(cc5ccccc56)C4C(=C1)C23)=c1c2c3c(cccc3c3ccccc13)=CC1=CC=CC=7C12,666.823,5.22,53,-197.3392667,-8.8895,-8.6279,0.261563839,4740.716466,,,
GQD9719,C1=CC2=CC=c3ccc4cc5c(ccc6c5ccc5ccc7c(cc8c9cccc%10cc%11c%12c%13c%14c%15c(cc%16ccc%17ccc%18ccc%19cc%20c7c8c(c%12c%109)c%14c%20c7c%19c%18c%17c%16c%157)=C7C=CC=C(C=%11)C7%13)c56)c5c4c3C2C(=C1)C=5,971.13,5.601,78,-144.6021587,-8.8515,-8.2459,0.605566783,2047.668457,,,
GQD9720,C1=C2C=c3c(ccc4cc5c6ccccc6c6cccc7c8ccccc8c(c34)c5c67)=C3c4ccccc4C=C(c4ccccc41)C23,590.725,3.751,47,-199.5310918,-8.9149,-8.6149,0.300079225,4132.242076,,,
GQD9721,C1=CC2=Cc3cccc4cc5c6c(c34)C2C(=C1)c1cccc(c16)c1c2cc3ccccc3cc2c2ccccc2c51,514.627,3.612,41,-197.3462487,-9.2689,-7.8235,1.445365433,857.914526,,,
GQD9722,C1=CC2=CC=c3ccc4cc5cc6c(cc5c5c4c3C2C(=C1)C=5)c1ccc2ccc3cc4c5c7ccc8ccccc8c7cc7c8cccc9cc%10c%11c%12c%13c%14c(cc6c6c1c2c3c(c4c%13c(c%11c98)c75)c%146)=C1C=CC=C(C=%10)C1%12,971.13,5.631,78,-152.2272815,-8.9114,-8.2124,0.69898544,1773.999757,,,
GQD9723,C1=CC2=c3cc4c(cc3=c3ccc5cccc6c5c3C2C(=C1)C=6)c1cc2c3c(ccc5cc6cc7ccccc7c4c6c1c53)=C1C=CC=C3c4ccccc4C=C2C31,726.878,5.058,58,-213.3724115,-8.9757,-8.0749,0.900771069,1376.598386,,,
GQD9724,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6c5ccc5c7ccc8ccc9cccc%10c%11cccc(c65)c%11c7c8c9%10)c41)C23,664.807,3.976,53,-142.703917,-8.8652,-8.2567,0.608476307,2037.877213,,,
GQD9725,C1=CC2=c3c4c(cc5ccc6c7ccccc7cc7cc(c8cc9ccc%10ccc%11ccc%12cccc%13c%12c%11c%10c9c%13c38)c4c5c76)C3=Cc4ccccc4C(=C1)C32,712.851,4.225,57,-230.3183683,-8.8975,-8.5186,0.378876209,3272.8368,,,
GQD9726,C1=CC2=c3c4c(cc5ccc6c7ccccc7cc7cc(c8ccc9cc%10ccc%11ccccc%11c%10cc9c38)c4c5c76)C3=Cc4ccccc4C(=C1)C32,664.807,4.043,53,-199.5335279,-8.9542,-8.5553,0.398880965,3108.696849,,,
GQD9727,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c6ccc7cccc8cc9cc%10cc%11c%12ccccc%12c%12cccc%13c%14ccccc%14c(c%10c(c5cc5c%10cccc%14c%15cccc%16cc%17ccc(c12)c1c%17c(c%16%15)c(c%14%10)c(c54)c31)c9c6c78)c%11c%12%13,,,,-201.4724452,-8.8311,-8.5245,0.306621422,4044.07491,,,
GQD9728,C1=CC2=CC=CC3=CC4=Cc5cc6cc7c(cc6c6cccc(c56)C4C(=C1)C23)C=C1c2ccccc2C=C2C=c3ccccc3=C7C21,592.741,5.027,47,-110.8355012,-9.4847,-7.9117,1.57303214,788.2864999,,,
GQD9729,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4c1c1ccc5ccccc5c1c1c4cc4c5cccc6cc7ccc8c9c%10ccc%11ccccc%11c%10ccc9c9cc%10c%11c(cc%12c%10c%10c9c8c7c(c65)c%10c4c%121)c1cccc4cc5cccc6ccc%11c(c65)c41)C23,1161.375,5.16,93,-133.1000916,-8.9441,-8.2915,0.652579253,1900.152348,,,
GQD9730,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c6cc6c7c5ccc5cc8cccc9c8c(c57)C5C(=C9)C=CC=C65)C4C(=C1)C23,590.725,5.059,47,-112.983934,-9.2913,-7.8629,1.428412145,868.0967917,,,
GQD9731,C1=CC2=CC=CC3=Cc4cc5cc6c(cc7c8c(cccc86)C=C6C=C8C=CC=C9C=CC=C(C98)C67)cc5cc4C(=C1)C23,542.681,5.083,43,-106.423919,-9.1332,-8.253,0.880213275,1408.749488,,,
GQD9732,C1=C2C=c3c(ccc4ccc5c6cc7c(ccc8ccc9ccccc9c87)cc6ccc5c34)=C3c4ccccc4C=C(c4ccccc41)C23,616.763,3.845,49,-197.338698,-8.9003,-8.6072,0.293020505,4231.785755,,,
GQD9733,C1=CC2=c3c(ccc4ccc5c(c6cccc7ccc8cc9c%10ccccc%10ccc9c5c8c76)c34)=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,664.807,4.118,53,-100.0285011,-8.9941,-8.0503,0.943775715,1313.871485,,,
GQD9734,C1=C2C=c3c(ccc4c3c3ccccc3c3cc5ccc6cccc7c8ccccc8c(c34)c5c67)=C3c4ccccc4C=C(c4ccccc41)C23,640.785,3.897,51,-206.9300904,-8.8863,-8.5831,0.30329541,4088.423225,,,
GQD9735,C1=CC2=c3cc4c5c(ccc6c7cccc8c9ccccc9c9cccc(c9c87)c65)c5ccc6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,983.141,4.787,79,-119.2111707,-8.9739,-8.196,0.777914418,1594.005679,,,
GQD9736,C1=CC2=Cc3c4ccc5c(cc6cccc7c8cccc9cccc(c98)c5c67)c4cc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3ccccc3-5)C26)C17,714.867,5.072,57,-113.9375762,-9.0624,-8.0261,1.036305522,1196.558326,,,
GQD9737,C1=CC2=c3cc4cc5ccc6cc7cccc8c9cccc%10cccc(c%109)c(c6c5cc4c4ccc5cc6cc9ccccc9c9c6c(c5c34)C2C(=C1)C=9)c78,688.829,4.204,55,-186.4929509,-9.2624,-8.0401,1.222273076,1014.503244,,,
GQD9738,c1ccc2c(c1)ccc1cc3c(ccc4c3cc3c5cc6c7cccc8cc9cccc%10ccc(c6c6cc%11c%12ccc%13c%14ccccc%14ccc%13c%12c%12ccc%13cc%14cccc%15c%14c%14c%13c%12c%11c(c56)c%14c3c4%15)c(c%109)c87)cc12,973.146,3.614,78,-123.5314762,-8.9611,-8.1361,0.825037824,1502.961396,,,
GQD9739,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7ccc8cc9c(cc%10cccc%11c%12cccc%13cccc(c%13%12)c9c%10%11)cc8c7c7c6c(c5c34)C2C(=C1)C=7,688.829,4.209,55,-275.1981347,-8.89,-8.5511,0.338897719,3658.921052,,,
GQD9740,C1=CC2=CC=CC3=CC4=Cc5c6cc7ccc8ccc9cc%10ccc%11ccccc%11c%10cc9c8c7cc6cc6cccc(c56)C4C(=C1)C23,604.752,4.376,48,-122.2746575,-8.5684,-8.0136,0.55479791,2235.048073,,,
GQD9741,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4c(ccc5c6ccc7cccc8c9cccc%10ccc(c45)c(c%109)c6c78)C(=C1)C32,712.851,4.191,57,-141.7202509,-9.1423,-8.0696,1.072688751,1155.973715,,,
GQD9742,C1=CC2=c3ccc4cc5cc6ccc7cc8c(cc7c6c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32)=CC1=Cc2ccccc2C2=Cc3ccccc3C=8C12,752.916,4.995,60,-196.2835067,-9.1115,-8.3367,0.774801619,1600.409666,,,
GQD9743,C1=C2C=c3ccc4cc5ccc6cc7ccccc7cc6c5cc4c3=C3c4ccccc4C=C(c4ccc5c(ccc6ccccc65)c41)C23,616.763,3.871,49,-209.1317388,-8.9364,-8.5552,0.381166526,3253.171289,,,
GQD9744,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6ccc7cc8ccccc8cc7c65)c41)C23,516.643,3.652,41,-164.016172,-8.8459,-8.4367,0.409176151,3030.47965,,,
GQD9745,C1=CC2=c3c(ccc4c3cc3cc5cccc6ccc7c8c(cc9c%10cccc%11c%12cccc%13cc%14ccc%15c%16c%17ccc%18ccccc%18c%17ccc%16c%16cc8c9c8c%16c%15c%14c(c%13%12)c8c%11%10)c4c3c7c65)=c3ccc4cccc5c4c3C2C(=C1)C=5,1035.217,4.976,83,-132.1453688,-9.1128,-8.03,1.082788514,1145.191313,,,
GQD9746,C1=CC2=c3c4ccc5c(c4c4cc6cc7ccccc7c7ccc8cc(c3c4c8c67)C3=Cc4ccccc4C(=C1)C32)C=C1C=c2ccccc2=C2c3ccccc3C=C5C12,752.916,4.94,60,-184.6003635,-9.0163,-8.1353,0.881023906,1407.453295,,,
GQD9747,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cc8cc9c(cc8c8c%10cccc%11cc%12ccc(c12)c1c%12c(c%11%10)c(c78)c(c64)c31)c1cccc2c3ccccc3c3cccc9c3c21)c1cccc2cc3cccc4ccc5c(c43)c21,1047.228,3.788,84,-144.8351126,-8.9008,-8.2206,0.680189511,1823.021348,,,
GQD9748,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5ccc7c8ccc9cc%10c%11c%12ccc%13ccccc%13c%12cc%12c%13cccc%14cc%15c%16c%17c%18c%19c(cc%20ccc(c7c56)c5c%20c%19c(c9c85)c%10c%18c(c%16c%14%13)c%12%11)=C5C=CC=C(C=%15)C5%17)C4C(=C1)C23,1035.217,5.953,83,-121.2974503,-8.7844,-8.1161,0.668221341,1855.67255,,,
GQD9749,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5cc7c8c(ccc7cc56)C=C5c6cc7ccc9c%10ccccc%10cc%10cc%11ccc(c6c%11c7c%109)=C6C=CC=C8C56)C4C(=C1)C23,790.965,5.405,63,-130.84351,-8.8548,-8.2089,0.645909182,1919.774535,,,
GQD9750,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c6ccccc6c6c7cc8c9ccccc9ccc8c8c9ccccc9c9cccc(c9c78)c6c5c41)C23,740.905,4.043,59,-275.2638219,-8.7699,-8.7407,0.029204512,42459.19308,,,
GQD9751,C1=CC2=c3c4cc5cc6cccc7ccc8c9c%10cc%11c%12ccc%13c%14ccccc%14ccc%13c%12c%12ccc%13cc%14cccc%15c%16cccc%17c(cc9c(c4c4cc9cc%18ccccc%18c%18ccc%19cc(c3c4c%19c9%18)C3=Cc4ccccc4C(=C1)C32)c5c8c76)c%10c1c%11c%12c%13c(c%14%15)c1c%16%17,1209.419,5.316,97,-217.7080961,-9.0195,-8.1978,0.821691706,1509.081802,,,
GQD9752,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cc2cc3c4ccccc4c4cccc6c7ccccc7c(c2c2cc7cccc8ccc5c(c87)c12)c3c46,1047.228,3.734,84,-119.2124277,-9.259,-7.8438,1.415188361,876.2084495,,,
GQD9753,C1=CC2=Cc3c4c5c6c(ccc7cccc(c76)C(=C1)C25)cc4cc1c2ccccc2c2ccc4c5cc6c7c(cc8c9cccc%10c%11cccc%12cc%13ccc(c4c2c31)c1c%13c(c%12%11)c(c%109)c(c86)c51)c1cccc2cc3cccc4ccc7c(c43)c21,1059.239,4.906,85,-126.8673947,-9.1023,-8.0451,1.057239212,1172.86607,,,
GQD9754,c1ccc2c(c1)c1cccc3c4ccccc4c4c5c(ccc6c5cc5cccc7c8cccc9cccc(c98)c6c57)cc2c4c13,576.698,2.353,46,-130.8806559,-8.9081,-8.2615,0.646530027,1917.931028,,,
GQD9755,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4c1c1ccc5ccccc5c1c1cc5c6cccc7cccc(c76)c6c7ccccc7cc(c41)c56)C23,690.845,4.045,55,-130.9807941,-9.1981,-7.851,1.347078172,920.5107959,,,
GQD9756,C1=CC2=c3cc4c(cc3=c3c5c6c(cccc6c6ccccc36)=CC(=C1)C25)c1cccc2c3cccc5ccc6ccc4c(c12)c6c53,588.709,4.011,47,-183.4204438,-8.824,-8.6245,0.199468287,6216.527031,,,
GQD9757,c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)c1cccc2c3ccccc3c3c5ccc6ccccc6c5cc4c3c12,552.676,2.378,44,-133.0442038,-9.3449,-7.8678,1.477035222,839.5195872,,,
GQD9758,C1=CC2=c3ccc4cc5cc6ccc7c8c9ccc%10ccccc%10c9ccc8c8cc9c%10c(cc%11c%12cccc%13c%12c%12c(c5c%13c4c3=c3ccc4cccc5c4c3C2C(=C1)C=5)c6c7c8c%12c%119)c1cccc2cc3cccc4ccc%10c(c43)c21,1035.217,4.989,83,-194.2188288,-9.1903,-7.9268,1.263530331,981.3773123,,,
GQD9759,C1=CC2=CC=CC3=Cc4ccc5cc6ccc7ccc8cc9ccc%10ccccc%10c9cc8c7c6cc5c4C(=C1)C23,516.643,3.733,41,-151.1531053,-8.6912,-8.6509,0.040286018,30779.9097,,,
GQD9760,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c6ccccc6c6c7cc8c(ccc9ccccc98)cc7ccc6c5c41)C23,616.763,3.834,49,-181.5279567,-9.256,-7.9622,1.293880103,958.3577311,,,
GQD9761,C1=CC2=CC=c3ccc4cc5ccc6ccc7ccc8cc9ccc%10ccc%11ccccc%11c%10c9cc8c7c6c5c5c4c3C2C(=C1)C=5,590.725,3.981,47,-120.2173167,-8.7154,-8.7045,0.010845476,114333.3901,,,
GQD9762,C1=CC2=c3cc4ccc5c6ccc7c(cc8cccc9c%10cccc%11cccc(c%11%10)c7c89)c6c6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,983.141,4.836,79,-115.1629795,-9.6058,-7.7669,1.838872844,674.3261253,,,
GQD9763,C1=C2C=c3ccccc3=C3c4c(ccc5c6cccc7c8ccccc8c8c9ccc%10ccccc%10c9cc(c45)c8c76)C=C(c4ccccc41)C23,640.785,3.859,51,-127.8497571,-9.287,-7.839,1.448010657,856.3472886,,,
